"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"1933",144,3,0,5,2,7,16,13,13,16,5,162,1,0.28,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,1,8,7,7,7,7,5,8,10,1,23,"Nutrition/Genetics",10,"","","",2,5,2,"PA","16,510","29,279.00",1,5,2,"research",2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,5,NA,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,7,8,8,9,9,NA,NA,NA,NA,NA,1,7,7,8,8,7,7,9,5,1,NA,16.33,16.33,16.33,18.37,16.33,16.33,8,9,9,9,9,5,3,3,NA,NA,NA,NA,NA,NA,16.67,16.67,16.67,18.75,16.67,14.58,8,7,7,8,6,7,20.93,16.28,16.28,18.6,13.95,13.95,8,9,9,9,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,17.78,15.56,17.78,17.78,15.56,15.56,NA,NA,NA,NA,NA,NA,8,6,7,8,7,7,9,7,8,8,7,NA,8,8,9,9,9,NA,NA,NA,NA,NA
"561",42,3,1,6,2,2,19,16,NA,3,20,39,0,0.52,0,24,3,20,20,20,15,15,10,1,5,5,9,7,9,NA,6.5,6,2,23,"Mechanical Engineering",5,"","","",4,1,6,"San Francisco(home)/Los Angeles(undergrad)","94,133","28,891.00",2,7,4,"Engineer",5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,NA,NA,NA,NA,NA,NA,25,10,10,30,5,20,6,9,6,8,4,NA,NA,NA,NA,NA,0,4,9,8,6,6,5,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3,NA,NA,NA,NA,NA,NA,30,30,10,15,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,6,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,15,30,15,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,6,NA,NA,NA,NA,NA
"7475",511,3,0,5,2,21,22,15,15,17,21,551,0,0.37,0,27,1,40,20,20,20,0,0,0,5,8,9,6,8,7,4,6,2,23,"Electrical Engineering",5,"S.V Regional Engineering College,India","","",4,2,2,"India","395,001","",2,7,3,"Business Management and Information Technology",7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,NA,20,10,10,30,15,15,60,5,10,10,5,10,60,5,10,10,5,10,8,4,10,8,8,7,2,7,9,7,1,6,5,7,8,6,6,7,5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,30,5,15,15,5,30,20,10,10,20,20,20,30,10,20,20,10,10,40,5,10,20,5,20,8,7,8,9,9,7,7,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177",222,9,1,18,2,9,20,12,12,1,9,202,0,0.02,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,2,9,10,4,8,4,5,2,1,27,"Mathematics, PhD",2,"","","",2,8,3,"Germany","","",2,6,3,"Professor or Consultant",2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,3,NA,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,4,9,7,9,4,NA,NA,NA,NA,NA,1,6,4,7,7,8,2,6,5,1,NA,16.28,20.93,23.26,13.95,4.65,20.93,5,9,7,6,3,5,1,2,NA,NA,NA,NA,NA,NA,15,20,22.5,17.5,2.5,22.5,10,6,2,10,3,6,18.37,16.33,12.24,20.41,16.33,16.33,5,9,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5352",359,19,0,37,2,14,18,15,15,4,4,364,0,0.11,0,27,3,25,25,25,15,10,0,1,8,10,10,8,10,8,9,6,2,26,"Communications in Education",6,"Hampshire College","1,250.00","26,871.00",2,1,5,"California","11,104","27,503.00",2,6,3,"reorganizing society. no, I am not being flip.",9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,NA,9,17,23,15,14,22,25,13,10,13,25,14,25,7,8,25,10,25,7,10,2,9,8,4,8,8,4,2,0,6,4,NA,4,4,6,3,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,12,18,25,13,7,25,25,10,10,25,20,10,25,10,10,25,12,18,7,10,9,4,8,4,9,8,2,4,1,1,1,1,1,10,20,25,10,12,23,15,10,28,10,10,27,30,10,10,20,15,15,30,10,10,25,10,15,7,10,9,2,5,6,9,9,1,2
"5655",374,14,1,28,2,14,20,11,11,17,11,351,0,0.25,1,35,4,15,15,30,15,15,10,1,7,7,7,7,7,7,7,7,2,30,"BUSINESS CONSULTING",8,"SOGANG UNIVERSITY(KOREA)","","",4,6,6,"SOUTH KOREA","135,110","",2,4,2,"CONSULTING",7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,7,NA,50,10,10,10,5,15,35,20,20,10,5,10,60,10,10,10,5,5,6,7,6,7,7,7,7,6,6,6,0,7,6,5,5,5,6,7,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,60,10,5,10,10,5,60,10,10,5,10,5,50,10,10,10,10,10,7,7,7,6,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6140",399,3,1,6,2,15,18,6,9,16,18,396,0,0.19,0,25,4,15,18,18,18,15,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Business",8,"University of Wisconsin-Madison","","12,900.00",2,1,1,"Chicago","60,611","48,785.00",2,4,2,"Consulting",7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,NA,25,10,20,20,10,15,40,5,10,25,15,5,15,15,25,20,25,0,9,9,9,9,9,8,9,9,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,10,10,10,5,9,8,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",147,6,0,11,2,7,16,3,3,10,10,167,0,0.36,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,0,3,6,5,8,2,4,5,5,2,26,"Business",8,"","","",4,3,3,"New York","10,014","41,831.00",5,5,1,"Business",7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,NA,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,NA,NA,NA,NA,NA,0,6,6,6,6,6,5,6,5,0,7,18.75,16.67,18.75,16.67,16.67,12.5,8,8,9,9,8,4,3,2,NA,NA,NA,NA,NA,NA,18.75,16.67,18.75,16.67,16.67,12.5,10,6,6,9,6,6,23.26,13.95,13.95,20.93,13.95,13.95,8,8,9,9,8,NA,NA,NA,NA,NA,0,2,1,1,1,15.69,15.69,19.61,17.65,17.65,13.73,NA,NA,NA,NA,NA,NA,10,6,6,10,6,6,10,6,6,10,6,NA,9,8,9,9,7,NA,NA,NA,NA,NA
"2838",205,12,0,23,2,9,20,13,13,16,10,223,0,0.56,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,1,8,8,8,8,7,7,8,5,2,23,"climate change",10,"","","",2,5,5,"England","0","",1,7,1,"academic",2,8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5,5,NA,15.38,17.31,19.23,19.23,11.54,17.31,10,7,7,9,7,9,21.43,11.9,11.9,19.05,19.05,16.67,7,8,9,10,5,NA,NA,NA,NA,NA,0,6,7,6,4,4,4,4,2,2,NA,18.18,18.18,18.18,18.18,11.36,15.91,8,8,9,8,5,9,3,3,NA,NA,NA,NA,NA,NA,18.75,14.58,20.83,18.75,12.5,14.58,9,7,7,8,7,9,19.15,14.89,14.89,17.02,14.89,19.15,8,7,10,10,7,NA,NA,NA,NA,NA,0,1,0,NA,NA,16.67,16.67,16.67,16.67,16.67,16.67,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,NA,12,12,12,12,12,NA,NA,NA,NA,NA
"65",7,7,0,13,1,1,10,5,NA,5,5,15,0,-0.27,0,24,3,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,22,"Law",1,"","","",4,2,4,"Southern California","91,360","54,620.00",1,5,1,"Law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,NA,NA,NA,NA,NA,NA,30,12,13,25,10,10,6,6,5,7,7,NA,NA,NA,NA,NA,0,4,7,7,4,8,5,5,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7399",507,7,1,12,1,20,6,2,6,3,1,496,0,0.58,1,23,4,20,30,20,20,10,0,1,6,8,8,8,7,6,7,8,2,24,"Statistics",2,"University of Florida","1,267.00","10,332.00",4,1,1,"Florida","32,304","12,416.00",5,7,3,"Epidemiologist",2,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,5,NA,20,20,20,20,20,0,35,10,20,20,5,10,30,10,10,30,10,10,7,8,7,8,7,6,10,9,7,6,0,5,9,9,NA,8,6,7,5,0,0,7,9,8,9,7,5,7,1,8,7,7,4,1,3,10,25,20,25,5,15,20,20,20,20,10,10,35,10,30,10,5,10,40,10,20,20,5,5,7,9,8,7,6,6,8,9,7,5,0,0,0,NA,NA,30,20,20,20,5,5,40,10,20,30,0,0,40,10,20,20,5,5,40,10,10,20,10,10,6,9,8,7,5,7,10,9,7,6
"311",27,7,0,13,2,2,16,4,NA,9,15,54,0,-0.06,0,28,2,40,20,20,20,0,0,1,9,9,8,9,8,7,8,5,2,22,"Speech Language Pathology",3,"","","",3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,"Speech Language Pathologist",9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,NA,NA,NA,NA,NA,NA,30,5,15,20,10,20,6,6,7,7,7,NA,NA,NA,NA,NA,0,2,4,7,3,6,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",43,4,1,8,2,2,19,5,NA,14,1,21,0,0.43,0,21,4,12,18,20,16,16,18,0,5,8,8,4,9,3,6,1,2,24,"Economics",8,"","","",2,1,1,"Spain","6,700","",6,6,3,"Academic",2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,NA,NA,NA,NA,NA,NA,20,25,20,20,5,10,3,8,3,7,2,NA,NA,NA,NA,NA,0,4,5,6,4,6,2,5,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,30,5,20,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,3,2,NA,NA,NA,NA,NA,0,0,0,NA,NA,30,30,30,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,5,3,2,NA,NA,NA,NA,NA
"259",24,4,0,7,2,2,16,10,NA,9,11,50,0,-0.12,0,27,1,35,10,20,15,10,10,1,7,NA,NA,9,NA,NA,8.5,7,2,27,"social work",11,"","","",2,2,3,"new york","11,561","43,185.00",2,6,4,"health/nutrition oriented social worker",9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,NA,NA,NA,NA,NA,NA,35,10,15,20,10,10,7,9,9,8,8,NA,NA,NA,NA,NA,0,6,8,NA,8,NA,NA,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,15,15,10,25,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4654",308,1,1,2,2,12,14,4,4,4,6,299,0,0.03,1,24,4,10,40,10,20,10,10,0,8,9,10,10,10,5,9,8,2,27,"Cognitive Studies in Education",9,"Taiwan University","","",4,7,3,"Cambridge, Massachusetts","11,137","",1,7,2,"Academia; Research; Teaching",2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,NA,17,19,18,17,11,18,19,17,18,19,11,16,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1,8,9,8,8,6,8,9,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,17,20,18,17,11,17,19,17,18,19,11,16,21,17,16,18,14,14,5,10,9,8,5,5,8,9,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5654",374,14,1,28,2,14,20,3,3,9,10,350,0,0.07,0,31,2,12,25,25,8,15,15,0,4,6,7,4,8,3,4,4,2,30,"BUSINESS CONSULTING",8,"SOGANG UNIVERSITY(KOREA)","","",4,6,6,"SOUTH KOREA","135,110","",2,4,2,"CONSULTING",7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,7,NA,50,10,10,10,5,15,35,20,20,10,5,10,60,10,10,10,5,5,6,7,6,7,7,7,7,6,6,6,0,6,5,6,7,6,5,5,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,60,10,5,10,10,5,60,10,10,5,10,5,50,10,10,10,10,10,7,7,7,6,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",19,9,1,18,1,1,10,2,NA,3,10,10,1,0.49,1,26,2,15,15,15,40,10,5,1,9,9,9,9,9,9,9,9,2,28,"money",8,"","","",2,1,1,"california","2,467","",4,1,1,"ceo",7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,NA,NA,NA,NA,NA,NA,40,15,20,10,10,5,10,6,10,10,10,NA,NA,NA,NA,NA,1,7,7,7,7,6,6,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6589",434,5,0,9,2,17,14,4,4,12,9,448,0,0.16,1,22,2,25,15,25,25,5,5,1,7,7,7,7,6,5,6,5,2,27,"International Affairs",11,"Bucknell University","1,290.00","25,335.00",2,2,2,"Maryland","20,816","81,266.00",1,4,2,"Trade Specialist",15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,NA,30,15,15,30,0,10,30,20,10,20,10,10,40,10,10,25,0,15,7,7,8,6,4,8,7,7,8,4,0,7,6,6,5,7,7,5,5,2,1,40,10,20,10,5,15,8,9,8,9,7,6,3,2,60,10,10,10,5,5,40,10,20,15,5,10,30,20,20,10,10,10,40,5,10,20,0,25,8,8,8,8,7,7,8,8,8,7,1,1,1,1,NA,50,5,20,10,5,10,70,0,10,10,0,10,40,20,10,10,5,15,60,0,15,10,0,15,8,8,8,8,7,7,9,9,9,7
"1487",102,9,1,18,2,4,18,7,NA,6,11,86,0,-0.28,1,22,2,15,20,20,20,5,20,0,5,8,6,5,5,4,6,4,2,32,"Chemistry",10,"","","",2,2,6,"Canada","0","",1,4,4,"Research Scientist",2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,NA,NA,NA,NA,NA,NA,10,30,20,30,10,0,8,5,7,10,9,NA,NA,NA,NA,NA,1,6,8,8,8,8,5,7,7,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,3,NA,NA,NA,NA,NA,NA,50,20,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,6,7,NA,NA,NA,NA,NA,1,1,1,NA,NA,50,10,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,8,9,NA,NA,NA,NA,NA
"1163",84,9,0,17,2,4,18,13,NA,18,11,104,0,0.68,0,27,2,20,15,25,15,20,5,0,6,6,6,6,6,5,6,4,2,32,"microbiology",10,"","","",3,1,1,"spain","28,035","",2,4,1,"pharmaceuticals",4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5,30,30,30,5,0,5,NA,NA,NA,NA,NA,NA,50,5,5,20,0,20,7,9,7,8,5,NA,NA,NA,NA,NA,0,6,2,5,5,5,2,4,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,20,20,40,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,5,NA,NA,NA,NA,NA,1,1,1,NA,NA,30,10,20,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,5,NA,NA,NA,NA,NA
"2386",172,15,1,30,2,7,16,6,13,10,10,151,0,0,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,6,7,8,7,7,2,27,"Business",8,"","","",2,5,7,"London, England","","",1,3,1,"Management Consulting",7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,8,7,8,6,8,6,6,4,0,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",198,5,0,9,2,9,20,14,14,16,5,218,0,0.15,0,24,2,20.51,5.13,23.08,12.82,17.95,20.51,0,3,7,5,3,4,2,3,1,2,23,"International affairs",13,"","","",4,8,5,"China","10,025","",2,2,3,"investment banking",7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,NA,15.38,19.23,17.31,19.23,9.62,19.23,9,9,9,9,9,9,25.64,17.95,12.82,15.38,15.38,12.82,7,9,7,9,7,NA,NA,NA,NA,NA,0,5,4,5,5,4,5,4,4,2,0,16.67,18.75,16.67,16.67,14.58,16.67,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,15,15,20,20,15,15,NA,NA,NA,NA,NA,NA,7,6,7,6,6,6,9,9,8,7,7,NA,12,9,9,9,8,NA,NA,NA,NA,NA
"2465",179,6,0,11,1,8,10,9,9,4,7,190,1,0.22,0,25,2,15.56,20,20,20,13.33,11.11,1,10,8,10,9,9,5,9,5,2,30,"English and Comp Lit",6,"","","",3,5,1,"California","91,011","78,704.00",1,6,3,"academics",2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,2,NA,19.15,21.28,17.02,17.02,12.77,12.77,7,10,8,7,6,9,22.73,13.64,18.18,22.73,11.36,11.36,8,10,6,8,10,NA,NA,NA,NA,NA,1,7,6,7,7,7,7,7,7,2,1,19.05,16.67,19.05,16.67,16.67,11.9,7,10,8,7,10,1,1,3,NA,NA,NA,NA,NA,NA,18.75,18.75,18.75,16.67,14.58,12.5,7,9,8,7,7,9,21.28,12.77,12.77,21.28,12.77,19.15,7,10,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",63,8,0,15,1,3,10,2,NA,1,5,70,0,0.63,0,26,2,25,10,20,20,15,10,0,5,7,9,7,5,4,7,2,2,24,"Law",1,"","","",4,1,3,"Palo Alto, California","94,306","50,948.00",3,6,1,"Undecided",10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,5,15,45,25,0,10,NA,NA,NA,NA,NA,NA,50,5,20,15,0,10,6,8,9,8,7,NA,NA,NA,NA,NA,1,6,6,9,8,8,5,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,20,0,30,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,9,3,NA,NA,NA,NA,NA,0,0,0,NA,NA,25,5,40,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,9,5,NA,NA,NA,NA,NA
"7882",530,22,0,43,2,21,22,2,2,14,10,540,0,0.38,0,24,2,20,15,20,20,15,10,0,5,6,6,7,5,5,6,5,2,22,"Mechanical Engineering",5,"Tianjin University in China","","",4,1,1,"China","471,001","",2,7,3,"dont know yet",10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,NA,20,20,10,15,5,30,30,20,20,10,10,10,40,10,10,10,10,20,3,9,9,9,7,3,9,9,6,6,1,6,8,8,8,7,6,7,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,10,20,10,25,5,30,10,20,10,20,10,30,30,20,10,20,10,10,30,20,10,15,10,15,3,8,9,8,8,3,7,7,6,6,0,0,0,NA,NA,15,15,15,15,15,25,15,15,15,15,15,25,25,20,10,15,10,15,25,20,10,15,10,15,6,9,5,7,5,3,8,8,5,5
"3395",233,20,1,40,2,9,20,18,11,8,7,200,0,-0.08,0,25,2,13.21,18.87,18.87,16.98,16.98,15.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,8,7,7,7,8,NA,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
